game_id,game_date,season,home_team_id,home_team_abbr,home_is_home,home_opponent_abbr,home_win,home_roll_win_pct,home_roll_pts,home_roll_off_rtg,home_roll_ts,home_roll_pace,home_roll_tov,home_roll_oreb,home_roll_reb,home_roll_ast,home_roll_fg3_rate,home_rest_days,home_season_win_pct,away_team_id,away_team_abbr,away_is_home,away_opponent_abbr,away_win,away_roll_win_pct,away_roll_pts,away_roll_off_rtg,away_roll_ts,away_roll_pace,away_roll_tov,away_roll_oreb,away_roll_reb,away_roll_ast,away_roll_fg3_rate,away_rest_days,away_season_win_pct,diff_roll_win_pct,diff_roll_pts,diff_roll_off_rtg,diff_roll_ts,diff_roll_pace,diff_roll_tov,diff_roll_oreb,diff_roll_reb,diff_roll_ast,diff_roll_fg3_rate,diff_rest_days,diff_season_win_pct
0022200400,2022-12-11,2022-23,1610612737,ATL,1,CHI,1,0.3,109.9,109.81470771555459,0.5636286113582438,100.08,14.1,10.8,41.7,22.1,0.37175141242937854,2.0,0.5,1610612741,CHI,0,ATL,0,0.5,116.3,113.44004004013604,0.5858513985722644,102.82000000000001,12.3,8.1,43.2,25.7,0.3139664804469274,1.0,0.44,-0.2,-6.3999999999999915,-3.62533232458145,-0.0222227872140206,-2.740000000000009,1.799999999999999,2.700000000000001,-1.5,-3.599999999999998,0.05778493198245116,1.0,0.06
0022200454,2022-12-19,2022-23,1610612737,ATL,1,ORL,1,0.4,113.7,112.35336888425377,0.5743453828625171,101.44,14.4,11.7,42.9,23.9,0.3662597114317425,3.0,0.5,1610612753,ORL,0,ATL,0,0.6,110.1,111.17665151982332,0.579781879888697,99.08,14.8,10.2,43.7,22.5,0.3471563981042654,1.0,0.3548387096774194,-0.19999999999999996,3.6000000000000085,1.176717364430445,-0.005436497026179876,2.3599999999999994,-0.40000000000000036,1.5,-0.8000000000000043,1.3999999999999986,0.01910331332747711,2.0,0.14516129032258063
0022200468,2022-12-21,2022-23,1610612737,ATL,1,CHI,0,0.5,116.2,113.47257071874705,0.5752804811803632,102.66,13.5,11.5,42.8,24.2,0.36373507057546145,2.0,0.5161290322580645,1610612741,CHI,0,ATL,1,0.3,115.6,112.4000930619189,0.6074656194521957,103.12,14.3,5.7,39.5,26.2,0.3356643356643357,1.0,0.4,0.2,0.6000000000000085,1.0724776568281555,-0.03218513827183245,-0.46000000000000796,-0.8000000000000007,5.8,3.299999999999997,-2.0,0.028070734911125772,1.0,0.11612903225806448
0022200481,2022-12-23,2022-23,1610612737,ATL,1,DET,1,0.4,114.5,111.36724419019572,0.569301033119113,103.04,13.8,11.0,42.6,23.9,0.3703703703703704,2.0,0.5,1610612765,DET,0,ATL,0,0.2,112.5,110.81752997954732,0.568901154268793,101.58,14.4,10.5,43.6,22.5,0.39655172413793105,2.0,0.23529411764705882,0.2,2.0,0.5497142106484034,0.00039987885032000126,1.460000000000008,-0.5999999999999996,0.5,-1.0,1.3999999999999986,-0.026181353767560644,0.0,0.2647058823529412
0022200517,2022-12-28,2022-23,1610612737,ATL,1,BKN,0,0.4,115.8,112.612014071831,0.5745001229129716,102.92,12.5,9.8,41.9,24.7,0.37183718371837177,1.0,0.5,1610612751,BKN,0,ATL,1,0.9,121.1,122.68078745348342,0.6431378471193454,98.64000000000001,14.0,9.1,40.9,27.1,0.3407234539089848,2.0,0.6470588235294118,-0.5,-5.299999999999997,-10.06877338165242,-0.06863772420637382,4.279999999999987,-1.5,0.7000000000000011,1.0,-2.400000000000002,0.03111372980938698,-1.0,-0.1470588235294118
0022200530,2022-12-30,2022-23,1610612737,ATL,1,LAL,0,0.4,117.6,114.14467554171604,0.5780825026584083,103.24000000000001,11.7,9.8,42.7,25.3,0.3517915309446254,2.0,0.4857142857142857,1610612747,LAL,0,ATL,1,0.4,118.3,115.94650123808621,0.6073595283655087,102.04,13.6,8.0,42.3,25.2,0.36551724137931035,2.0,0.4,0.0,-0.7000000000000028,-1.801825696370173,-0.029277025707100335,1.2000000000000028,-1.9000000000000004,1.8000000000000007,0.4000000000000057,0.10000000000000142,-0.013725710434684957,0.0,0.08571428571428569
0022200620,2023-01-11,2022-23,1610612737,ATL,1,MIL,0,0.4,119.3,113.7162306511926,0.5741501918236126,104.96,10.4,8.6,44.5,24.8,0.3343949044585987,3.0,0.475,1610612749,MIL,0,ATL,1,0.4,110.2,106.7133722158347,0.5446269832966938,103.5,17.0,14.2,51.8,22.6,0.451152579582876,2.0,0.65,0.0,9.099999999999994,7.002858435357908,0.02952320852691881,1.4599999999999937,-6.6,-5.6,-7.299999999999997,2.1999999999999993,-0.11675767512427732,1.0,-0.17500000000000004
0022200661,2023-01-16,2022-23,1610612737,ATL,1,MIA,1,0.4,116.1,112.04634503514026,0.5664560791016975,103.64000000000001,10.6,8.8,44.0,23.7,0.3247311827956989,2.0,0.4883720930232558,1610612748,MIA,0,ATL,0,0.7,111.2,114.38621794990384,0.5659487727314267,97.28,12.1,12.2,43.2,21.7,0.3822525597269624,2.0,0.5454545454545454,-0.29999999999999993,4.8999999999999915,-2.339872914763575,0.0005073063702707437,6.360000000000014,-1.5,-3.3999999999999986,0.7999999999999972,2.0,-0.057521376931263524,0.0,-0.05708245243128962
0022200684,2023-01-20,2022-23,1610612737,ATL,1,NYK,1,0.6,119.1,115.15191848039663,0.5994689257143588,103.58,12.2,7.7,41.4,24.4,0.3344370860927153,2.0,0.5111111111111111,1610612752,NYK,0,ATL,0,0.7,112.0,117.20981096920832,0.5479500607869074,95.72,9.2,15.0,49.6,18.1,0.39,2.0,0.5434782608695652,-0.09999999999999998,7.099999999999994,-2.0578924888116887,0.05151886492745139,7.859999999999999,3.0,-7.3,-8.200000000000003,6.299999999999997,-0.05556291390728474,0.0,-0.03236714975845412
0022200694,2023-01-21,2022-23,1610612737,ATL,1,CHA,0,0.7,120.9,117.8274106859665,0.609297742070228,102.82000000000001,11.9,7.9,41.2,24.9,0.3303867403314917,1.0,0.5217391304347826,1610612766,CHA,0,ATL,1,0.2,115.7,114.35643542266192,0.572093781550464,101.44,11.7,10.7,43.1,26.8,0.389010989010989,3.0,0.2608695652173913,0.49999999999999994,5.200000000000003,3.470975263304581,0.037203960519764046,1.3800000000000097,0.20000000000000107,-2.799999999999999,-1.8999999999999986,-1.9000000000000021,-0.05862424867949734,-2.0,0.2608695652173913
0022200745,2023-01-28,2022-23,1610612737,ATL,1,LAC,0,0.7,118.9,119.06314419420451,0.6207680284156922,99.88,12.9,8.1,40.5,24.8,0.33410138248847926,3.0,0.5102040816326531,1610612746,LAC,0,ATL,1,0.6,117.2,123.37625202068348,0.6139598929170823,95.26,11.4,11.2,43.7,23.1,0.3739837398373984,2.0,0.5294117647058824,0.09999999999999998,1.7000000000000028,-4.313107826478969,0.006808135498609924,4.61999999999999,1.5,-3.0999999999999996,-3.200000000000003,1.6999999999999993,-0.03988235734891915,1.0,-0.019207683073229287
